input,query,time,language,algorithm
16000,-1,48,C,linear_iterative
16000,-1,47,C,linear_iterative
16000,6982,20,C,linear_iterative
16000,-1,47,C,linear_iterative
16000,-1,47,C,linear_iterative
16000,-1,48,C,linear_iterative
16000,4432,13,C,linear_iterative
16000,-1,48,C,linear_iterative
17000,-1,50,C,linear_iterative
17000,-1,50,C,linear_iterative
17000,-1,51,C,linear_iterative
17000,-1,51,C,linear_iterative
17000,-1,50,C,linear_iterative
17000,13559,41,C,linear_iterative
17000,12553,37,C,linear_iterative
17000,1931,6,C,linear_iterative
17000,4664,14,C,linear_iterative
17000,15963,47,C,linear_iterative
18000,13446,40,C,linear_iterative
18000,17658,52,C,linear_iterative
18000,-1,54,C,linear_iterative
18000,-1,53,C,linear_iterative
18000,9781,29,C,linear_iterative
18000,-1,53,C,linear_iterative
18000,-1,53,C,linear_iterative
18000,4245,12,C,linear_iterative
18000,-1,53,C,linear_iterative
18000,10567,31,C,linear_iterative
19000,7053,21,C,linear_iterative
19000,-1,56,C,linear_iterative
19000,-1,57,C,linear_iterative
19000,2831,9,C,linear_iterative
19000,-1,56,C,linear_iterative
19000,16564,49,C,linear_iterative
19000,-1,56,C,linear_iterative
19000,18733,55,C,linear_iterative
19000,6056,18,C,linear_iterative
19000,3162,10,C,linear_iterative
20000,-1,59,C,linear_iterative
20000,-1,59,C,linear_iterative
20000,7643,23,C,linear_iterative
20000,2525,8,C,linear_iterative
20000,-1,59,C,linear_iterative
20000,-1,56,C,linear_iterative
20000,-1,56,C,linear_iterative
20000,5789,17,C,linear_iterative
20000,17458,52,C,linear_iterative
20000,-1,56,C,linear_iterative
21000,-1,59,C,linear_iterative
21000,-1,60,C,linear_iterative
21000,3207,10,C,linear_iterative
21000,6328,18,C,linear_iterative
21000,-1,59,C,linear_iterative
21000,2243,6,C,linear_iterative
21000,5154,16,C,linear_iterative
21000,18177,51,C,linear_iterative
21000,17768,50,C,linear_iterative
21000,-1,59,C,linear_iterative
22000,4805,14,C,linear_iterative
22000,-1,62,C,linear_iterative
22000,779,2,C,linear_iterative
22000,9871,28,C,linear_iterative
22000,18271,52,C,linear_iterative
22000,-1,65,C,linear_iterative
22000,9496,26,C,linear_iterative
22000,7968,23,C,linear_iterative
22000,-1,65,C,linear_iterative
22000,-1,62,C,linear_iterative
23000,-1,66,C,linear_iterative
23000,7421,21,C,linear_iterative
23000,18913,53,C,linear_iterative
23000,12214,34,C,linear_iterative
23000,5185,15,C,linear_iterative
23000,1144,3,C,linear_iterative
23000,13033,37,C,linear_iterative
23000,6344,18,C,linear_iterative
23000,-1,68,C,linear_iterative
23000,1378,4,C,linear_iterative
24000,12380,35,C,linear_iterative
24000,22043,62,C,linear_iterative
24000,8750,25,C,linear_iterative
24000,-1,67,C,linear_iterative
24000,-1,68,C,linear_iterative
24000,-1,67,C,linear_iterative
24000,9783,27,C,linear_iterative
24000,989,3,C,linear_iterative
24000,-1,67,C,linear_iterative
24000,-1,68,C,linear_iterative
25000,-1,71,C,linear_iterative
25000,-1,70,C,linear_iterative
25000,8457,24,C,linear_iterative
25000,19935,56,C,linear_iterative
25000,-1,71,C,linear_iterative
25000,-1,71,C,linear_iterative
25000,903,3,C,linear_iterative
25000,-1,71,C,linear_iterative
25000,-1,70,C,linear_iterative
25000,-1,71,C,linear_iterative
26000,-1,74,C,linear_iterative
26000,-1,75,C,linear_iterative
26000,-1,77,C,linear_iterative
26000,21565,64,C,linear_iterative
26000,-1,73,C,linear_iterative
26000,4883,14,C,linear_iterative
26000,15820,44,C,linear_iterative
26000,19309,54,C,linear_iterative
26000,-1,77,C,linear_iterative
26000,14677,41,C,linear_iterative
27000,-1,80,C,linear_iterative
27000,-1,76,C,linear_iterative
27000,2732,8,C,linear_iterative
27000,-1,76,C,linear_iterative
27000,6531,19,C,linear_iterative
27000,14654,42,C,linear_iterative
27000,-1,77,C,linear_iterative
27000,476,1,C,linear_iterative
27000,8043,22,C,linear_iterative
27000,-1,76,C,linear_iterative
28000,-1,81,C,linear_iterative
28000,-1,79,C,linear_iterative
28000,-1,79,C,linear_iterative
28000,-1,79,C,linear_iterative
28000,24325,71,C,linear_iterative
28000,-1,79,C,linear_iterative
28000,20758,59,C,linear_iterative
28000,-1,79,C,linear_iterative
28000,-1,79,C,linear_iterative
28000,18476,52,C,linear_iterative
29000,13235,38,C,linear_iterative
29000,17272,48,C,linear_iterative
29000,7276,20,C,linear_iterative
29000,15411,43,C,linear_iterative
29000,4221,12,C,linear_iterative
29000,28214,79,C,linear_iterative
29000,-1,82,C,linear_iterative
29000,11977,34,C,linear_iterative
29000,27656,78,C,linear_iterative
29000,-1,86,C,linear_iterative
30000,28090,79,C,linear_iterative
30000,21328,60,C,linear_iterative
30000,-1,85,C,linear_iterative
30000,10968,31,C,linear_iterative
30000,-1,84,C,linear_iterative
30000,218,0,C,linear_iterative
30000,-1,85,C,linear_iterative
30000,-1,84,C,linear_iterative
30000,23900,68,C,linear_iterative
30000,-1,88,C,linear_iterative
31000,-1,91,C,linear_iterative
31000,13492,38,C,linear_iterative
31000,-1,87,C,linear_iterative
31000,15124,43,C,linear_iterative
31000,23472,67,C,linear_iterative
31000,21362,60,C,linear_iterative
31000,5011,15,C,linear_iterative
31000,-1,97,C,linear_iterative
31000,-1,87,C,linear_iterative
31000,20261,57,C,linear_iterative
32000,-1,91,C,linear_iterative
32000,-1,90,C,linear_iterative
32000,268,1,C,linear_iterative
32000,2235,7,C,linear_iterative
32000,-1,90,C,linear_iterative
32000,-1,90,C,linear_iterative
32000,10425,29,C,linear_iterative
32000,-1,90,C,linear_iterative
32000,-1,90,C,linear_iterative
32000,-1,93,C,linear_iterative
33000,-1,93,C,linear_iterative
33000,21478,60,C,linear_iterative
33000,28389,81,C,linear_iterative
33000,-1,97,C,linear_iterative
33000,-1,93,C,linear_iterative
33000,14014,40,C,linear_iterative
33000,13237,37,C,linear_iterative
33000,11820,33,C,linear_iterative
33000,-1,93,C,linear_iterative
33000,-1,93,C,linear_iterative
34000,29467,83,C,linear_iterative
34000,-1,96,C,linear_iterative
34000,14903,42,C,linear_iterative
34000,33953,96,C,linear_iterative
34000,-1,96,C,linear_iterative
34000,-1,96,C,linear_iterative
34000,-1,96,C,linear_iterative
34000,18636,53,C,linear_iterative
34000,20101,57,C,linear_iterative
34000,-1,96,C,linear_iterative
35000,-1,99,C,linear_iterative
35000,-1,99,C,linear_iterative
35000,-1,102,C,linear_iterative
35000,2434,7,C,linear_iterative
35000,-1,99,C,linear_iterative
35000,10126,29,C,linear_iterative
35000,-1,99,C,linear_iterative
35000,-1,99,C,linear_iterative
35000,30650,86,C,linear_iterative
35000,4577,13,C,linear_iterative
36000,-1,102,C,linear_iterative
36000,4908,14,C,linear_iterative
36000,31517,89,C,linear_iterative
36000,28174,79,C,linear_iterative
36000,-1,102,C,linear_iterative
36000,-1,102,C,linear_iterative
36000,22083,62,C,linear_iterative
36000,23491,66,C,linear_iterative
36000,-1,102,C,linear_iterative
36000,8252,24,C,linear_iterative
37000,31655,90,C,linear_iterative
37000,29744,84,C,linear_iterative
37000,11987,33,C,linear_iterative
37000,-1,105,C,linear_iterative
37000,-1,104,C,linear_iterative
37000,8947,25,C,linear_iterative
37000,16388,46,C,linear_iterative
37000,-1,104,C,linear_iterative
37000,30455,86,C,linear_iterative
37000,9150,26,C,linear_iterative
38000,8468,24,C,linear_iterative
38000,-1,107,C,linear_iterative
38000,31438,89,C,linear_iterative
38000,-1,112,C,linear_iterative
38000,24044,68,C,linear_iterative
38000,-1,112,C,linear_iterative
38000,-1,107,C,linear_iterative
38000,-1,107,C,linear_iterative
38000,-1,107,C,linear_iterative
38000,5209,15,C,linear_iterative
39000,-1,110,C,linear_iterative
39000,17657,52,C,linear_iterative
39000,9421,27,C,linear_iterative
39000,-1,110,C,linear_iterative
39000,-1,110,C,linear_iterative
39000,17512,49,C,linear_iterative
39000,9019,25,C,linear_iterative
39000,-1,116,C,linear_iterative
39000,-1,110,C,linear_iterative
39000,32610,97,C,linear_iterative
40000,-1,113,C,linear_iterative
40000,13259,37,C,linear_iterative
40000,29660,84,C,linear_iterative
40000,13319,38,C,linear_iterative
40000,34210,96,C,linear_iterative
40000,35988,101,C,linear_iterative
40000,15801,45,C,linear_iterative
40000,33537,100,C,linear_iterative
40000,-1,112,C,linear_iterative
40000,5037,15,C,linear_iterative
41000,-1,115,C,linear_iterative
41000,22403,63,C,linear_iterative
41000,-1,115,C,linear_iterative
41000,-1,116,C,linear_iterative
41000,19119,54,C,linear_iterative
41000,16608,46,C,linear_iterative
41000,1776,5,C,linear_iterative
41000,7981,23,C,linear_iterative
41000,2869,9,C,linear_iterative
41000,-1,115,C,linear_iterative
42000,-1,119,C,linear_iterative
42000,-1,118,C,linear_iterative
42000,8588,24,C,linear_iterative
42000,23766,67,C,linear_iterative
42000,-1,118,C,linear_iterative
42000,36142,107,C,linear_iterative
42000,-1,118,C,linear_iterative
42000,38872,112,C,linear_iterative
42000,-1,118,C,linear_iterative
42000,39079,110,C,linear_iterative
43000,18954,54,C,linear_iterative
43000,-1,121,C,linear_iterative
43000,29688,84,C,linear_iterative
43000,-1,122,C,linear_iterative
43000,2776,8,C,linear_iterative
43000,-1,121,C,linear_iterative
43000,42722,126,C,linear_iterative
43000,-1,121,C,linear_iterative
43000,40610,120,C,linear_iterative
43000,-1,127,C,linear_iterative
44000,41139,116,C,linear_iterative
44000,-1,130,C,linear_iterative
44000,-1,124,C,linear_iterative
44000,-1,124,C,linear_iterative
44000,-1,130,C,linear_iterative
44000,-1,124,C,linear_iterative
44000,40762,115,C,linear_iterative
44000,-1,124,C,linear_iterative
44000,43332,122,C,linear_iterative
44000,-1,125,C,linear_iterative
45000,13260,38,C,linear_iterative
45000,-1,132,C,linear_iterative
45000,42241,119,C,linear_iterative
45000,39154,110,C,linear_iterative
45000,29968,84,C,linear_iterative
45000,5332,16,C,linear_iterative
45000,5953,17,C,linear_iterative
45000,15225,43,C,linear_iterative
45000,14479,41,C,linear_iterative
45000,8834,25,C,linear_iterative
46000,-1,130,C,linear_iterative
46000,23931,68,C,linear_iterative
46000,-1,130,C,linear_iterative
46000,3839,11,C,linear_iterative
46000,34079,96,C,linear_iterative
46000,7320,21,C,linear_iterative
46000,-1,130,C,linear_iterative
46000,37159,105,C,linear_iterative
46000,-1,130,C,linear_iterative
46000,38425,130,C,linear_iterative
47000,19131,57,C,linear_iterative
47000,45762,137,C,linear_iterative
47000,-1,140,C,linear_iterative
47000,-1,140,C,linear_iterative
47000,32158,105,C,linear_iterative
47000,-1,141,C,linear_iterative
47000,37562,130,C,linear_iterative
47000,26245,74,C,linear_iterative
47000,10933,31,C,linear_iterative
47000,-1,133,C,linear_iterative
48000,-1,136,C,linear_iterative
48000,34489,98,C,linear_iterative
48000,15041,42,C,linear_iterative
48000,-1,145,C,linear_iterative
48000,-1,136,C,linear_iterative
48000,23645,67,C,linear_iterative
48000,26002,73,C,linear_iterative
48000,-1,136,C,linear_iterative
48000,-1,136,C,linear_iterative
48000,38113,108,C,linear_iterative
49000,25263,71,C,linear_iterative
49000,-1,138,C,linear_iterative
49000,21511,61,C,linear_iterative
49000,-1,139,C,linear_iterative
49000,-1,138,C,linear_iterative
49000,-1,139,C,linear_iterative
49000,18089,51,C,linear_iterative
49000,-1,138,C,linear_iterative
49000,-1,138,C,linear_iterative
49000,-1,138,C,linear_iterative
49000,31,0,C,linear_iterative
1000,475,0,C,binary_recursive
1000,779,0,C,binary_recursive
1000,-1,0,C,binary_recursive
1000,-1,0,C,binary_recursive
1000,350,1,C,binary_recursive
1000,356,0,C,binary_recursive
1000,-1,0,C,binary_recursive
1000,640,1,C,binary_recursive
1000,403,0,C,binary_recursive
1000,308,0,C,binary_recursive
2000,-1,0,C,binary_recursive
2000,1648,0,C,binary_recursive
2000,-1,0,C,binary_recursive
2000,-1,0,C,binary_recursive
2000,-1,0,C,binary_recursive
2000,-1,0,C,binary_recursive
2000,226,0,C,binary_recursive
2000,-1,0,C,binary_recursive
2000,-1,0,C,binary_recursive
2000,1370,0,C,binary_recursive
3000,-1,0,C,binary_recursive
3000,-1,0,C,binary_recursive
3000,-1,0,C,binary_recursive
3000,1096,0,C,binary_recursive
3000,-1,1,C,binary_recursive
3000,2728,0,C,binary_recursive
3000,2439,0,C,binary_recursive
3000,673,0,C,binary_recursive
3000,-1,0,C,binary_recursive
3000,516,0,C,binary_recursive
4000,1940,0,C,binary_recursive
4000,-1,0,C,binary_recursive
4000,-1,0,C,binary_recursive
4000,-1,0,C,binary_recursive
4000,-1,0,C,binary_recursive
4000,2272,0,C,binary_recursive
4000,600,1,C,binary_recursive
4000,219,0,C,binary_recursive
4000,1018,1,C,binary_recursive
4000,-1,1,C,binary_recursive
5000,3115,1,C,binary_recursive
5000,-1,1,C,binary_recursive
5000,4744,0,C,binary_recursive
5000,2047,0,C,binary_recursive
5000,1478,1,C,binary_recursive
5000,621,0,C,binary_recursive
5000,4444,0,C,binary_recursive
5000,2474,0,C,binary_recursive
5000,-1,0,C,binary_recursive
5000,-1,0,C,binary_recursive
6000,-1,0,C,binary_recursive
6000,2390,0,C,binary_recursive
6000,-1,0,C,binary_recursive
6000,3602,1,C,binary_recursive
6000,-1,0,C,binary_recursive
6000,2031,1,C,binary_recursive
6000,2902,0,C,binary_recursive
6000,3665,0,C,binary_recursive
6000,2698,1,C,binary_recursive
6000,224,0,C,binary_recursive
7000,-1,0,C,binary_recursive
7000,-1,0,C,binary_recursive
7000,-1,0,C,binary_recursive
7000,-1,0,C,binary_recursive
7000,2142,0,C,binary_recursive
7000,-1,0,C,binary_recursive
7000,6784,0,C,binary_recursive
7000,-1,0,C,binary_recursive
7000,-1,0,C,binary_recursive
7000,-1,0,C,binary_recursive
8000,6937,0,C,binary_recursive
8000,7260,1,C,binary_recursive
8000,7886,0,C,binary_recursive
8000,-1,1,C,binary_recursive
8000,2906,0,C,binary_recursive
8000,6663,0,C,binary_recursive
8000,-1,0,C,binary_recursive
8000,713,0,C,binary_recursive
8000,2684,1,C,binary_recursive
8000,-1,0,C,binary_recursive
9000,-1,0,C,binary_recursive
9000,51,0,C,binary_recursive
9000,5818,0,C,binary_recursive
9000,7531,0,C,binary_recursive
9000,822,0,C,binary_recursive
9000,-1,0,C,binary_recursive
9000,5076,0,C,binary_recursive
9000,3312,0,C,binary_recursive
9000,-1,0,C,binary_recursive
9000,6723,0,C,binary_recursive
10000,7846,1,C,binary_recursive
10000,8120,0,C,binary_recursive
10000,-1,0,C,binary_recursive
10000,-1,0,C,binary_recursive
10000,9639,1,C,binary_recursive
10000,2916,0,C,binary_recursive
10000,6780,0,C,binary_recursive
10000,-1,0,C,binary_recursive
10000,-1,0,C,binary_recursive
10000,6262,0,C,binary_recursive
11000,-1,0,C,binary_recursive
11000,-1,0,C,binary_recursive
11000,8299,0,C,binary_recursive
11000,10909,1,C,binary_recursive
11000,-1,0,C,binary_recursive
11000,5339,1,C,binary_recursive
11000,10409,0,C,binary_recursive
11000,-1,0,C,binary_recursive
11000,768,0,C,binary_recursive
11000,-1,1,C,binary_recursive
12000,-1,0,C,binary_recursive
12000,8587,0,C,binary_recursive
12000,7299,0,C,binary_recursive
12000,-1,0,C,binary_recursive
12000,-1,0,C,binary_recursive
12000,-1,0,C,binary_recursive
12000,3775,1,C,binary_recursive
12000,-1,0,C,binary_recursive
12000,2098,0,C,binary_recursive
12000,9449,0,C,binary_recursive
13000,-1,0,C,binary_recursive
13000,-1,0,C,binary_recursive
13000,8391,0,C,binary_recursive
13000,12659,0,C,binary_recursive
13000,773,0,C,binary_recursive
13000,5046,0,C,binary_recursive
13000,-1,0,C,binary_recursive
13000,3121,0,C,binary_recursive
13000,-1,0,C,binary_recursive
13000,6826,0,C,binary_recursive
14000,-1,1,C,binary_recursive
14000,-1,0,C,binary_recursive
14000,4616,1,C,binary_recursive
14000,5971,0,C,binary_recursive
14000,-1,0,C,binary_recursive
14000,2796,0,C,binary_recursive
14000,4378,1,C,binary_recursive
14000,267,0,C,binary_recursive
14000,11848,0,C,binary_recursive
14000,-1,0,C,binary_recursive
15000,10005,0,C,binary_recursive
15000,-1,0,C,binary_recursive
15000,10509,0,C,binary_recursive
15000,14560,0,C,binary_recursive
15000,13761,0,C,binary_recursive
15000,6076,1,C,binary_recursive
15000,-1,0,C,binary_recursive
15000,-1,0,C,binary_recursive
15000,-1,0,C,binary_recursive
15000,4310,0,C,binary_recursive
16000,-1,0,C,binary_recursive
16000,-1,0,C,binary_recursive
16000,-1,0,C,binary_recursive
16000,-1,0,C,binary_recursive
16000,6982,0,C,binary_recursive
16000,-1,0,C,binary_recursive
16000,-1,0,C,binary_recursive
16000,-1,0,C,binary_recursive
16000,4432,0,C,binary_recursive
16000,-1,0,C,binary_recursive
17000,-1,0,C,binary_recursive
17000,-1,1,C,binary_recursive
17000,-1,0,C,binary_recursive
17000,-1,0,C,binary_recursive
17000,-1,0,C,binary_recursive
17000,13559,1,C,binary_recursive
17000,12553,1,C,binary_recursive
17000,1931,0,C,binary_recursive
17000,4664,1,C,binary_recursive
17000,15963,0,C,binary_recursive
18000,13446,0,C,binary_recursive
18000,17658,0,C,binary_recursive
18000,-1,0,C,binary_recursive
18000,-1,0,C,binary_recursive
18000,9781,0,C,binary_recursive
18000,-1,0,C,binary_recursive
18000,-1,0,C,binary_recursive
18000,4245,1,C,binary_recursive
18000,-1,0,C,binary_recursive
18000,10567,1,C,binary_recursive
19000,7053,0,C,binary_recursive
19000,-1,0,C,binary_recursive
19000,-1,0,C,binary_recursive
19000,2831,0,C,binary_recursive
19000,-1,0,C,binary_recursive
19000,16564,0,C,binary_recursive
19000,-1,0,C,binary_recursive
19000,18733,1,C,binary_recursive
19000,6056,0,C,binary_recursive
19000,3162,0,C,binary_recursive
20000,-1,0,C,binary_recursive
20000,-1,0,C,binary_recursive
20000,7643,0,C,binary_recursive
20000,2525,0,C,binary_recursive
20000,-1,0,C,binary_recursive
20000,-1,1,C,binary_recursive
20000,-1,0,C,binary_recursive
20000,5789,0,C,binary_recursive
20000,17458,0,C,binary_recursive
20000,-1,0,C,binary_recursive
21000,-1,0,C,binary_recursive
21000,-1,0,C,binary_recursive
21000,3207,0,C,binary_recursive
21000,6328,0,C,binary_recursive
21000,-1,0,C,binary_recursive
21000,2243,1,C,binary_recursive
21000,5154,1,C,binary_recursive
21000,18177,0,C,binary_recursive
21000,17768,0,C,binary_recursive
21000,-1,0,C,binary_recursive
22000,4805,0,C,binary_recursive
22000,-1,1,C,binary_recursive
22000,779,0,C,binary_recursive
22000,9871,0,C,binary_recursive
22000,18271,1,C,binary_recursive
22000,-1,0,C,binary_recursive
22000,9496,0,C,binary_recursive
22000,7968,0,C,binary_recursive
22000,-1,0,C,binary_recursive
22000,-1,0,C,binary_recursive
23000,-1,0,C,binary_recursive
23000,7421,1,C,binary_recursive
23000,18913,0,C,binary_recursive
23000,12214,0,C,binary_recursive
23000,5185,0,C,binary_recursive
23000,1144,1,C,binary_recursive
23000,13033,0,C,binary_recursive
23000,6344,0,C,binary_recursive
23000,-1,0,C,binary_recursive
23000,1378,0,C,binary_recursive
24000,12380,0,C,binary_recursive
24000,22043,0,C,binary_recursive
24000,8750,0,C,binary_recursive
24000,-1,1,C,binary_recursive
24000,-1,0,C,binary_recursive
24000,-1,0,C,binary_recursive
24000,9783,0,C,binary_recursive
24000,989,0,C,binary_recursive
24000,-1,0,C,binary_recursive
24000,-1,0,C,binary_recursive
25000,-1,1,C,binary_recursive
25000,-1,1,C,binary_recursive
25000,8457,0,C,binary_recursive
25000,19935,0,C,binary_recursive
25000,-1,1,C,binary_recursive
25000,-1,0,C,binary_recursive
25000,903,0,C,binary_recursive
25000,-1,0,C,binary_recursive
25000,-1,0,C,binary_recursive
25000,-1,0,C,binary_recursive
26000,-1,0,C,binary_recursive
26000,-1,0,C,binary_recursive
26000,-1,0,C,binary_recursive
26000,21565,0,C,binary_recursive
26000,-1,0,C,binary_recursive
26000,4883,0,C,binary_recursive
26000,15820,1,C,binary_recursive
26000,19309,1,C,binary_recursive
26000,-1,0,C,binary_recursive
26000,14677,0,C,binary_recursive
27000,-1,0,C,binary_recursive
27000,-1,0,C,binary_recursive
27000,2732,0,C,binary_recursive
27000,-1,0,C,binary_recursive
27000,6531,1,C,binary_recursive
27000,14654,0,C,binary_recursive
27000,-1,0,C,binary_recursive
27000,476,0,C,binary_recursive
27000,8043,0,C,binary_recursive
27000,-1,0,C,binary_recursive
28000,-1,0,C,binary_recursive
28000,-1,0,C,binary_recursive
28000,-1,0,C,binary_recursive
28000,-1,1,C,binary_recursive
28000,24325,1,C,binary_recursive
28000,-1,0,C,binary_recursive
28000,20758,1,C,binary_recursive
28000,-1,0,C,binary_recursive
28000,-1,0,C,binary_recursive
28000,18476,0,C,binary_recursive
29000,13235,1,C,binary_recursive
29000,17272,0,C,binary_recursive
29000,7276,0,C,binary_recursive
29000,15411,0,C,binary_recursive
29000,4221,1,C,binary_recursive
29000,28214,0,C,binary_recursive
29000,-1,0,C,binary_recursive
29000,11977,1,C,binary_recursive
29000,27656,0,C,binary_recursive
29000,-1,0,C,binary_recursive
30000,28090,0,C,binary_recursive
30000,21328,1,C,binary_recursive
30000,-1,0,C,binary_recursive
30000,10968,1,C,binary_recursive
30000,-1,0,C,binary_recursive
30000,218,0,C,binary_recursive
30000,-1,0,C,binary_recursive
30000,-1,1,C,binary_recursive
30000,23900,0,C,binary_recursive
30000,-1,0,C,binary_recursive
31000,-1,0,C,binary_recursive
31000,13492,0,C,binary_recursive
31000,-1,0,C,binary_recursive
31000,15124,1,C,binary_recursive
31000,23472,0,C,binary_recursive
31000,21362,0,C,binary_recursive
31000,5011,0,C,binary_recursive
31000,-1,0,C,binary_recursive
31000,-1,1,C,binary_recursive
31000,20261,1,C,binary_recursive
32000,-1,1,C,binary_recursive
32000,-1,1,C,binary_recursive
32000,268,1,C,binary_recursive
32000,2235,1,C,binary_recursive
32000,-1,0,C,binary_recursive
