input,query,time,language,algorithm
32000,-1,0,C,binary_recursive
32000,10425,1,C,binary_recursive
32000,-1,0,C,binary_recursive
32000,-1,0,C,binary_recursive
32000,-1,1,C,binary_recursive
33000,-1,0,C,binary_recursive
33000,21478,0,C,binary_recursive
33000,28389,0,C,binary_recursive
33000,-1,0,C,binary_recursive
33000,-1,0,C,binary_recursive
33000,14014,0,C,binary_recursive
33000,13237,0,C,binary_recursive
33000,11820,0,C,binary_recursive
33000,-1,0,C,binary_recursive
33000,-1,0,C,binary_recursive
34000,29467,1,C,binary_recursive
34000,-1,0,C,binary_recursive
34000,14903,0,C,binary_recursive
34000,33953,1,C,binary_recursive
34000,-1,0,C,binary_recursive
34000,-1,1,C,binary_recursive
34000,-1,0,C,binary_recursive
34000,18636,1,C,binary_recursive
34000,20101,1,C,binary_recursive
34000,-1,1,C,binary_recursive
35000,-1,0,C,binary_recursive
35000,-1,0,C,binary_recursive
35000,-1,1,C,binary_recursive
35000,2434,0,C,binary_recursive
35000,-1,0,C,binary_recursive
35000,10126,0,C,binary_recursive
35000,-1,1,C,binary_recursive
35000,-1,1,C,binary_recursive
35000,30650,0,C,binary_recursive
35000,4577,0,C,binary_recursive
36000,-1,0,C,binary_recursive
36000,4908,0,C,binary_recursive
36000,31517,0,C,binary_recursive
36000,28174,0,C,binary_recursive
36000,-1,0,C,binary_recursive
36000,-1,0,C,binary_recursive
36000,22083,0,C,binary_recursive
36000,23491,0,C,binary_recursive
36000,-1,0,C,binary_recursive
36000,8252,0,C,binary_recursive
37000,31655,0,C,binary_recursive
37000,29744,0,C,binary_recursive
37000,11987,1,C,binary_recursive
37000,-1,1,C,binary_recursive
37000,-1,0,C,binary_recursive
37000,8947,0,C,binary_recursive
37000,16388,1,C,binary_recursive
37000,-1,1,C,binary_recursive
37000,30455,0,C,binary_recursive
37000,9150,1,C,binary_recursive
38000,8468,0,C,binary_recursive
38000,-1,0,C,binary_recursive
38000,31438,1,C,binary_recursive
38000,-1,0,C,binary_recursive
38000,24044,1,C,binary_recursive
38000,-1,0,C,binary_recursive
38000,-1,0,C,binary_recursive
38000,-1,0,C,binary_recursive
38000,-1,1,C,binary_recursive
38000,5209,0,C,binary_recursive
39000,-1,0,C,binary_recursive
39000,17657,0,C,binary_recursive
39000,9421,0,C,binary_recursive
39000,-1,0,C,binary_recursive
39000,-1,0,C,binary_recursive
39000,17512,0,C,binary_recursive
39000,9019,1,C,binary_recursive
39000,-1,0,C,binary_recursive
39000,-1,0,C,binary_recursive
39000,32610,0,C,binary_recursive
40000,-1,0,C,binary_recursive
40000,13259,0,C,binary_recursive
40000,29660,0,C,binary_recursive
40000,13319,1,C,binary_recursive
40000,34210,0,C,binary_recursive
40000,35988,0,C,binary_recursive
40000,15801,1,C,binary_recursive
40000,33537,1,C,binary_recursive
40000,-1,0,C,binary_recursive
40000,5037,0,C,binary_recursive
41000,-1,0,C,binary_recursive
41000,22403,1,C,binary_recursive
41000,-1,0,C,binary_recursive
41000,-1,1,C,binary_recursive
41000,19119,1,C,binary_recursive
41000,16608,0,C,binary_recursive
41000,1776,1,C,binary_recursive
41000,7981,1,C,binary_recursive
41000,2869,0,C,binary_recursive
41000,-1,0,C,binary_recursive
42000,-1,1,C,binary_recursive
42000,-1,0,C,binary_recursive
42000,8588,1,C,binary_recursive
42000,23766,1,C,binary_recursive
42000,-1,0,C,binary_recursive
42000,36142,1,C,binary_recursive
42000,-1,0,C,binary_recursive
42000,38872,0,C,binary_recursive
42000,-1,0,C,binary_recursive
42000,39079,0,C,binary_recursive
43000,18954,0,C,binary_recursive
43000,-1,0,C,binary_recursive
43000,29688,0,C,binary_recursive
43000,-1,0,C,binary_recursive
43000,2776,0,C,binary_recursive
43000,-1,0,C,binary_recursive
43000,42722,1,C,binary_recursive
43000,-1,1,C,binary_recursive
43000,40610,1,C,binary_recursive
43000,-1,0,C,binary_recursive
44000,41139,0,C,binary_recursive
44000,-1,0,C,binary_recursive
44000,-1,1,C,binary_recursive
44000,-1,0,C,binary_recursive
44000,-1,1,C,binary_recursive
44000,-1,0,C,binary_recursive
44000,40762,0,C,binary_recursive
44000,-1,0,C,binary_recursive
44000,43332,0,C,binary_recursive
44000,-1,1,C,binary_recursive
45000,13260,0,C,binary_recursive
45000,-1,0,C,binary_recursive
45000,42241,0,C,binary_recursive
45000,39154,1,C,binary_recursive
45000,29968,1,C,binary_recursive
45000,5332,1,C,binary_recursive
45000,5953,1,C,binary_recursive
45000,15225,0,C,binary_recursive
45000,14479,1,C,binary_recursive
45000,8834,0,C,binary_recursive
46000,-1,1,C,binary_recursive
46000,23931,0,C,binary_recursive
46000,-1,0,C,binary_recursive
46000,3839,0,C,binary_recursive
46000,34079,1,C,binary_recursive
46000,7320,0,C,binary_recursive
46000,-1,1,C,binary_recursive
46000,37159,0,C,binary_recursive
46000,-1,0,C,binary_recursive
46000,38425,0,C,binary_recursive
47000,19131,0,C,binary_recursive
47000,45762,0,C,binary_recursive
47000,-1,0,C,binary_recursive
47000,-1,0,C,binary_recursive
47000,32158,0,C,binary_recursive
47000,-1,0,C,binary_recursive
47000,37562,0,C,binary_recursive
47000,26245,1,C,binary_recursive
47000,10933,0,C,binary_recursive
47000,-1,0,C,binary_recursive
48000,-1,0,C,binary_recursive
48000,34489,1,C,binary_recursive
48000,15041,1,C,binary_recursive
48000,-1,0,C,binary_recursive
48000,-1,0,C,binary_recursive
48000,23645,0,C,binary_recursive
48000,26002,0,C,binary_recursive
48000,-1,0,C,binary_recursive
48000,-1,0,C,binary_recursive
48000,38113,0,C,binary_recursive
49000,25263,0,C,binary_recursive
49000,-1,1,C,binary_recursive
49000,21511,0,C,binary_recursive
49000,-1,0,C,binary_recursive
49000,-1,0,C,binary_recursive
49000,-1,0,C,binary_recursive
49000,18089,0,C,binary_recursive
49000,-1,1,C,binary_recursive
49000,-1,1,C,binary_recursive
49000,-1,1,C,binary_recursive
49000,-1,0,C,binary_recursive
1000,475,0,C,binary_iterative
1000,779,0,C,binary_iterative
1000,-1,1,C,binary_iterative
1000,-1,0,C,binary_iterative
1000,350,0,C,binary_iterative
1000,356,0,C,binary_iterative
1000,-1,0,C,binary_iterative
1000,640,0,C,binary_iterative
1000,403,0,C,binary_iterative
1000,308,0,C,binary_iterative
2000,-1,0,C,binary_iterative
2000,1648,0,C,binary_iterative
2000,-1,0,C,binary_iterative
2000,-1,0,C,binary_iterative
2000,-1,0,C,binary_iterative
2000,-1,0,C,binary_iterative
2000,226,0,C,binary_iterative
2000,-1,0,C,binary_iterative
2000,-1,0,C,binary_iterative
2000,1370,0,C,binary_iterative
3000,-1,0,C,binary_iterative
3000,-1,0,C,binary_iterative
3000,-1,0,C,binary_iterative
3000,1096,0,C,binary_iterative
3000,-1,1,C,binary_iterative
3000,2728,0,C,binary_iterative
3000,2439,1,C,binary_iterative
3000,673,1,C,binary_iterative
3000,-1,0,C,binary_iterative
3000,516,0,C,binary_iterative
4000,1940,0,C,binary_iterative
4000,-1,0,C,binary_iterative
4000,-1,0,C,binary_iterative
4000,-1,0,C,binary_iterative
4000,-1,0,C,binary_iterative
4000,2272,0,C,binary_iterative
4000,600,1,C,binary_iterative
4000,219,0,C,binary_iterative
4000,1018,0,C,binary_iterative
4000,-1,0,C,binary_iterative
5000,3115,0,C,binary_iterative
5000,-1,1,C,binary_iterative
5000,4744,0,C,binary_iterative
5000,2047,0,C,binary_iterative
5000,1478,0,C,binary_iterative
5000,621,0,C,binary_iterative
5000,4444,0,C,binary_iterative
5000,2474,0,C,binary_iterative
5000,-1,0,C,binary_iterative
5000,-1,1,C,binary_iterative
6000,-1,1,C,binary_iterative
6000,2390,1,C,binary_iterative
6000,-1,0,C,binary_iterative
6000,3602,0,C,binary_iterative
6000,-1,0,C,binary_iterative
6000,2031,0,C,binary_iterative
6000,2902,0,C,binary_iterative
6000,3665,0,C,binary_iterative
6000,2698,0,C,binary_iterative
6000,224,0,C,binary_iterative
7000,-1,0,C,binary_iterative
7000,-1,1,C,binary_iterative
7000,-1,0,C,binary_iterative
7000,-1,0,C,binary_iterative
7000,2142,1,C,binary_iterative
7000,-1,0,C,binary_iterative
7000,6784,0,C,binary_iterative
7000,-1,0,C,binary_iterative
7000,-1,0,C,binary_iterative
7000,-1,1,C,binary_iterative
8000,6937,0,C,binary_iterative
8000,7260,1,C,binary_iterative
8000,7886,0,C,binary_iterative
8000,-1,0,C,binary_iterative
8000,2906,0,C,binary_iterative
8000,6663,0,C,binary_iterative
8000,-1,0,C,binary_iterative
8000,713,0,C,binary_iterative
8000,2684,0,C,binary_iterative
8000,-1,1,C,binary_iterative
9000,-1,0,C,binary_iterative
9000,51,0,C,binary_iterative
9000,5818,1,C,binary_iterative
9000,7531,0,C,binary_iterative
9000,822,0,C,binary_iterative
9000,-1,0,C,binary_iterative
9000,5076,0,C,binary_iterative
9000,3312,0,C,binary_iterative
9000,-1,0,C,binary_iterative
9000,6723,0,C,binary_iterative
10000,7846,0,C,binary_iterative
10000,8120,0,C,binary_iterative
10000,-1,0,C,binary_iterative
10000,-1,0,C,binary_iterative
10000,9639,0,C,binary_iterative
10000,2916,0,C,binary_iterative
10000,6780,1,C,binary_iterative
10000,-1,0,C,binary_iterative
10000,-1,0,C,binary_iterative
10000,6262,1,C,binary_iterative
11000,-1,1,C,binary_iterative
11000,-1,0,C,binary_iterative
11000,8299,0,C,binary_iterative
11000,10909,0,C,binary_iterative
11000,-1,0,C,binary_iterative
11000,5339,1,C,binary_iterative
11000,10409,0,C,binary_iterative
11000,-1,0,C,binary_iterative
11000,768,0,C,binary_iterative
11000,-1,1,C,binary_iterative
12000,-1,0,C,binary_iterative
12000,8587,0,C,binary_iterative
12000,7299,0,C,binary_iterative
12000,-1,0,C,binary_iterative
12000,-1,0,C,binary_iterative
12000,-1,0,C,binary_iterative
12000,3775,0,C,binary_iterative
12000,-1,0,C,binary_iterative
12000,2098,1,C,binary_iterative
12000,9449,0,C,binary_iterative
13000,-1,0,C,binary_iterative
13000,-1,0,C,binary_iterative
13000,8391,0,C,binary_iterative
13000,12659,0,C,binary_iterative
13000,773,0,C,binary_iterative
13000,5046,1,C,binary_iterative
13000,-1,1,C,binary_iterative
13000,3121,1,C,binary_iterative
13000,-1,0,C,binary_iterative
13000,6826,0,C,binary_iterative
14000,-1,1,C,binary_iterative
14000,-1,0,C,binary_iterative
14000,4616,1,C,binary_iterative
14000,5971,0,C,binary_iterative
14000,-1,0,C,binary_iterative
14000,2796,1,C,binary_iterative
14000,4378,0,C,binary_iterative
14000,267,0,C,binary_iterative
14000,11848,0,C,binary_iterative
14000,-1,0,C,binary_iterative
15000,10005,0,C,binary_iterative
15000,-1,0,C,binary_iterative
15000,10509,0,C,binary_iterative
15000,14560,0,C,binary_iterative
15000,13761,0,C,binary_iterative
15000,6076,1,C,binary_iterative
15000,-1,0,C,binary_iterative
15000,-1,0,C,binary_iterative
15000,-1,0,C,binary_iterative
15000,4310,0,C,binary_iterative
16000,-1,0,C,binary_iterative
16000,-1,0,C,binary_iterative
16000,-1,0,C,binary_iterative
16000,-1,0,C,binary_iterative
16000,6982,0,C,binary_iterative
16000,-1,0,C,binary_iterative
16000,-1,0,C,binary_iterative
16000,-1,0,C,binary_iterative
16000,4432,1,C,binary_iterative
16000,-1,0,C,binary_iterative
17000,-1,0,C,binary_iterative
17000,-1,0,C,binary_iterative
17000,-1,0,C,binary_iterative
17000,-1,0,C,binary_iterative
17000,-1,1,C,binary_iterative
17000,13559,0,C,binary_iterative
17000,12553,0,C,binary_iterative
17000,1931,0,C,binary_iterative
17000,4664,1,C,binary_iterative
17000,15963,0,C,binary_iterative
18000,13446,0,C,binary_iterative
18000,17658,0,C,binary_iterative
18000,-1,0,C,binary_iterative
18000,-1,0,C,binary_iterative
18000,9781,1,C,binary_iterative
18000,-1,0,C,binary_iterative
18000,-1,0,C,binary_iterative
18000,4245,0,C,binary_iterative
18000,-1,1,C,binary_iterative
18000,10567,0,C,binary_iterative
19000,7053,0,C,binary_iterative
19000,-1,0,C,binary_iterative
19000,-1,0,C,binary_iterative
19000,2831,0,C,binary_iterative
19000,-1,1,C,binary_iterative
19000,16564,1,C,binary_iterative
19000,-1,0,C,binary_iterative
19000,18733,0,C,binary_iterative
19000,6056,0,C,binary_iterative
19000,3162,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,7643,0,C,binary_iterative
20000,2525,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,5789,0,C,binary_iterative
20000,17458,1,C,binary_iterative
20000,-1,0,C,binary_iterative
21000,-1,0,C,binary_iterative
21000,-1,0,C,binary_iterative
21000,3207,1,C,binary_iterative
21000,6328,1,C,binary_iterative
21000,-1,1,C,binary_iterative
21000,2243,0,C,binary_iterative
21000,5154,0,C,binary_iterative
21000,18177,0,C,binary_iterative
21000,17768,1,C,binary_iterative
21000,-1,0,C,binary_iterative
22000,4805,0,C,binary_iterative
22000,-1,0,C,binary_iterative
22000,779,1,C,binary_iterative
22000,9871,0,C,binary_iterative
22000,18271,0,C,binary_iterative
22000,-1,0,C,binary_iterative
22000,9496,0,C,binary_iterative
22000,7968,1,C,binary_iterative
22000,-1,0,C,binary_iterative
22000,-1,0,C,binary_iterative
23000,-1,0,C,binary_iterative
23000,7421,1,C,binary_iterative
23000,18913,0,C,binary_iterative
23000,12214,0,C,binary_iterative
23000,5185,0,C,binary_iterative
23000,1144,0,C,binary_iterative
23000,13033,1,C,binary_iterative
23000,6344,0,C,binary_iterative
23000,-1,0,C,binary_iterative
23000,1378,1,C,binary_iterative
24000,12380,1,C,binary_iterative
24000,22043,0,C,binary_iterative
24000,8750,0,C,binary_iterative
24000,-1,0,C,binary_iterative
24000,-1,0,C,binary_iterative
24000,-1,0,C,binary_iterative
24000,9783,0,C,binary_iterative
24000,989,0,C,binary_iterative
24000,-1,0,C,binary_iterative
24000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,8457,1,C,binary_iterative
25000,19935,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,903,1,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,21565,0,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,4883,0,C,binary_iterative
26000,15820,0,C,binary_iterative
26000,19309,1,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,14677,0,C,binary_iterative
27000,-1,0,C,binary_iterative
27000,-1,0,C,binary_iterative
27000,2732,0,C,binary_iterative
27000,-1,1,C,binary_iterative
27000,6531,1,C,binary_iterative
27000,14654,0,C,binary_iterative
27000,-1,0,C,binary_iterative
27000,476,0,C,binary_iterative
27000,8043,1,C,binary_iterative
27000,-1,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,-1,1,C,binary_iterative
28000,24325,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,20758,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,18476,1,C,binary_iterative
29000,13235,1,C,binary_iterative
29000,17272,0,C,binary_iterative
29000,7276,1,C,binary_iterative
29000,15411,1,C,binary_iterative
29000,4221,0,C,binary_iterative
29000,28214,0,C,binary_iterative
29000,-1,0,C,binary_iterative
29000,11977,0,C,binary_iterative
29000,27656,0,C,binary_iterative
29000,-1,0,C,binary_iterative
30000,28090,1,C,binary_iterative
30000,21328,0,C,binary_iterative
30000,-1,0,C,binary_iterative
30000,10968,1,C,binary_iterative
30000,-1,0,C,binary_iterative
30000,218,1,C,binary_iterative
30000,-1,1,C,binary_iterative
30000,-1,0,C,binary_iterative
30000,23900,0,C,binary_iterative
30000,-1,0,C,binary_iterative
31000,-1,1,C,binary_iterative
31000,13492,0,C,binary_iterative
31000,-1,0,C,binary_iterative
31000,15124,0,C,binary_iterative
31000,23472,1,C,binary_iterative
31000,21362,0,C,binary_iterative
31000,5011,0,C,binary_iterative
31000,-1,0,C,binary_iterative
31000,-1,0,C,binary_iterative
31000,20261,0,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,268,0,C,binary_iterative
32000,2235,0,C,binary_iterative
32000,-1,1,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,10425,0,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,-1,0,C,binary_iterative
33000,-1,0,C,binary_iterative
33000,21478,0,C,binary_iterative
33000,28389,1,C,binary_iterative
33000,-1,0,C,binary_iterative
33000,-1,0,C,binary_iterative
33000,14014,0,C,binary_iterative
33000,13237,1,C,binary_iterative
33000,11820,0,C,binary_iterative
33000,-1,0,C,binary_iterative
33000,-1,0,C,binary_iterative
34000,29467,0,C,binary_iterative
34000,-1,0,C,binary_iterative
34000,14903,0,C,binary_iterative
34000,33953,1,C,binary_iterative
34000,-1,0,C,binary_iterative
34000,-1,1,C,binary_iterative
34000,-1,0,C,binary_iterative
34000,18636,1,C,binary_iterative
34000,20101,1,C,binary_iterative
34000,-1,0,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,2434,0,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,10126,1,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,30650,1,C,binary_iterative
35000,4577,0,C,binary_iterative
36000,-1,0,C,binary_iterative
36000,4908,0,C,binary_iterative
36000,31517,0,C,binary_iterative
36000,28174,1,C,binary_iterative
36000,-1,0,C,binary_iterative
36000,-1,0,C,binary_iterative
36000,22083,1,C,binary_iterative
36000,23491,1,C,binary_iterative
36000,-1,1,C,binary_iterative
36000,8252,1,C,binary_iterative
37000,31655,1,C,binary_iterative
37000,29744,1,C,binary_iterative
37000,11987,0,C,binary_iterative
37000,-1,0,C,binary_iterative
37000,-1,0,C,binary_iterative
37000,8947,0,C,binary_iterative
37000,16388,1,C,binary_iterative
37000,-1,0,C,binary_iterative
37000,30455,0,C,binary_iterative
37000,9150,0,C,binary_iterative
38000,8468,0,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,31438,1,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,24044,0,C,binary_iterative
38000,-1,1,C,binary_iterative
38000,-1,1,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,5209,0,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,17657,1,C,binary_iterative
39000,9421,0,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,17512,1,C,binary_iterative
39000,9019,0,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,32610,0,C,binary_iterative
40000,-1,0,C,binary_iterative
40000,13259,0,C,binary_iterative
40000,29660,0,C,binary_iterative
40000,13319,0,C,binary_iterative
40000,34210,0,C,binary_iterative
40000,35988,0,C,binary_iterative
40000,15801,0,C,binary_iterative
40000,33537,0,C,binary_iterative
40000,-1,0,C,binary_iterative
40000,5037,0,C,binary_iterative
41000,-1,0,C,binary_iterative
41000,22403,1,C,binary_iterative
41000,-1,0,C,binary_iterative
41000,-1,0,C,binary_iterative
41000,19119,0,C,binary_iterative
41000,16608,0,C,binary_iterative
41000,1776,0,C,binary_iterative
41000,7981,0,C,binary_iterative
41000,2869,0,C,binary_iterative
41000,-1,0,C,binary_iterative
42000,-1,1,C,binary_iterative
42000,-1,0,C,binary_iterative
42000,8588,0,C,binary_iterative
42000,23766,0,C,binary_iterative
42000,-1,0,C,binary_iterative
42000,36142,1,C,binary_iterative
42000,-1,0,C,binary_iterative
42000,38872,0,C,binary_iterative
42000,-1,1,C,binary_iterative
42000,39079,0,C,binary_iterative
43000,18954,0,C,binary_iterative
43000,-1,1,C,binary_iterative
43000,29688,1,C,binary_iterative
43000,-1,1,C,binary_iterative
43000,2776,0,C,binary_iterative
43000,-1,0,C,binary_iterative
43000,42722,1,C,binary_iterative
43000,-1,0,C,binary_iterative
43000,40610,1,C,binary_iterative
43000,-1,0,C,binary_iterative
44000,41139,0,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,-1,1,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,40762,0,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,43332,0,C,binary_iterative
44000,-1,0,C,binary_iterative
45000,13260,0,C,binary_iterative
45000,-1,0,C,binary_iterative
45000,42241,0,C,binary_iterative
45000,39154,1,C,binary_iterative
45000,29968,0,C,binary_iterative
45000,5332,0,C,binary_iterative
45000,5953,0,C,binary_iterative
45000,15225,0,C,binary_iterative
45000,14479,1,C,binary_iterative
45000,8834,0,C,binary_iterative
46000,-1,0,C,binary_iterative
46000,23931,0,C,binary_iterative
46000,-1,1,C,binary_iterative
46000,3839,0,C,binary_iterative
46000,34079,0,C,binary_iterative
46000,7320,0,C,binary_iterative
46000,-1,0,C,binary_iterative
46000,37159,0,C,binary_iterative
46000,-1,0,C,binary_iterative
46000,38425,0,C,binary_iterative
47000,19131,0,C,binary_iterative
47000,45762,0,C,binary_iterative
47000,-1,0,C,binary_iterative
47000,-1,0,C,binary_iterative
47000,32158,0,C,binary_iterative
47000,-1,0,C,binary_iterative
47000,37562,1,C,binary_iterative
47000,26245,0,C,binary_iterative
47000,10933,0,C,binary_iterative
47000,-1,1,C,binary_iterative
48000,-1,0,C,binary_iterative
48000,34489,0,C,binary_iterative
48000,15041,0,C,binary_iterative
48000,-1,1,C,binary_iterative
48000,-1,0,C,binary_iterative
48000,23645,0,C,binary_iterative
48000,26002,0,C,binary_iterative
48000,-1,0,C,binary_iterative
48000,-1,1,C,binary_iterative
48000,38113,0,C,binary_iterative
49000,25263,0,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,21511,0,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,-1,1,C,binary_iterative
49000,18089,0,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,-1,1,C,binary_iterative
49000,-1,1,C,binary_iterative
49000,-1,0,C,binary_iterative
